Original Index,Values,Ticker,Forward Return,Monday Datetime,Monday First Hour Close,Friday Last Hour Open
18,122.0,BLK,-2.5275871192666277,2023-10-09 14:30:00,642.51,626.27
108,126.0,TSCO,-2.609944532488105,2023-10-16 14:30:00,201.92,196.65
103,125.0,SYK,1.8082212772478365,2023-10-16 14:30:00,261.03,265.75
35,124.0,DG,2.928048562756652,2023-10-16 14:30:00,112.02,115.3
44,123.0,FMC,7.194928684627573,2023-10-16 14:30:00,63.1,67.64
3,122.0,ALL,2.788381742738589,2023-10-16 14:30:00,120.5,123.86
66,126.0,LULU,-2.828379674017253,2023-10-23 14:30:00,396.34,385.13
77,125.0,NFLX,-1.2975091793192324,2023-10-23 14:30:00,403.08,397.85
52,124.0,HUBS,-3.14081190104228,2023-10-23 14:30:00,428.87,415.4
108,123.0,TSCO,-4.6153065882233575,2023-10-23 14:30:00,197.17,188.07
118,122.0,VRTX,-2.2327581454324843,2023-10-23 14:30:00,362.78,354.68
31,126.0,CRWD,5.905469422911283,2023-11-06 14:30:00,185.76,196.73
115,125.0,UNH,1.5934003842241913,2023-11-06 14:30:00,530.94,539.4
106,124.0,TMO,-1.4166115884555959,2023-11-06 14:30:00,453.9,447.47
52,123.0,HUBS,2.790909745386479,2023-11-06 14:30:00,416.71,428.34
8,122.0,AON,3.2365068047245553,2023-11-06 14:30:00,322.57,333.01
57,126.0,INTU,6.0812090451119305,2023-11-13 14:30:00,528.02,560.13
66,125.0,LULU,2.8184045210895254,2023-11-13 14:30:00,412.29,423.91
30,124.0,COST,0.269326336640537,2023-11-13 14:30:00,575.51,577.06
68,123.0,MDB,4.156037414965983,2023-11-13 14:30:00,376.32,391.96
109,122.0,TSLA,8.608719800055537,2023-11-13 14:30:00,216.06,234.66
92,126.0,ROKU,5.012683916793503,2023-11-27 14:30:00,98.55,103.49
105,125.0,TEAM,6.849089712656273,2023-11-27 14:30:00,182.36,194.85
35,124.0,DG,6.638474427511376,2023-11-27 14:30:00,125.33,133.65
125,123.0,ZM,9.167184586699822,2023-11-27 14:30:00,64.36,70.26
98,122.0,SKX,5.336426914153136,2023-11-27 14:30:00,56.03,59.02
87,126.0,PNC,1.802388707926153,2023-12-04 14:30:00,138.15,140.64
115,125.0,UNH,0.4436897458369967,2023-12-04 14:30:00,547.68,550.11
46,124.0,GILD,1.905252317198751,2023-12-04 14:30:00,77.68,79.16
91,123.0,REGN,3.312832324618358,2023-12-04 14:30:00,816.22,843.26
30,122.0,COST,2.8735149305147156,2023-12-04 14:30:00,595.09,612.19
55,126.0,ILMN,11.938417214369322,2023-12-11 14:30:00,111.07,124.33
4,125.0,AMD,5.423651672608645,2023-12-11 14:30:00,131.83,138.98
91,124.0,REGN,2.422497838113182,2023-12-11 14:30:00,844.17,864.62
18,123.0,BLK,6.729689254960694,2023-12-11 14:30:00,747.88,798.21
118,122.0,VRTX,15.88785046728971,2023-12-11 14:30:00,353.1,409.2
66,126.0,LULU,2.6898477979274653,2023-12-18 14:30:00,494.08,507.37
71,125.0,META,3.562854968089471,2023-12-18 14:30:00,341.58,353.75
106,124.0,TMO,2.1685492887158335,2023-12-18 14:30:00,518.78,530.03
24,123.0,CI,3.0003797949107476,2023-12-18 14:30:00,289.63,298.32
10,122.0,AVGO,-0.39093736117281,2023-12-18 14:30:00,112.55,112.11
1,126.0,ADBE,4.243674704061825,2024-01-08 14:30:00,571.91,596.18
77,125.0,NFLX,3.453494482396218,2024-01-08 14:30:00,475.75,492.18
68,124.0,MDB,6.762049831356766,2024-01-08 14:30:00,367.64,392.5
31,123.0,CRWD,10.739903321378454,2024-01-08 14:30:00,256.52,284.07
6,122.0,AMGN,0.8981937060397013,2024-01-08 14:30:00,302.83,305.55
39,126.0,DRI,0.23068769873433792,2024-01-22 14:30:00,160.39,160.76
91,125.0,REGN,2.061955992863701,2024-01-22 14:30:00,924.85,943.92
47,124.0,GIS,2.152920690201044,2024-01-22 14:30:00,63.17,64.53
113,123.0,UA,1.2195121951219494,2024-01-22 14:30:00,7.38,7.47
77,122.0,NFLX,18.80007452953234,2024-01-22 14:30:00,483.03,573.84
52,126.0,HUBS,2.6726580707902374,2024-01-29 14:30:00,596.41,612.35
105,125.0,TEAM,-12.805388386273961,2024-01-29 14:30:00,250.91,218.78
77,124.0,NFLX,-0.014156535895673571,2024-01-29 14:30:00,565.11,565.03
66,123.0,LULU,-2.824136195907408,2024-01-29 14:30:00,476.96,463.49
106,122.0,TMO,0.09046990066404909,2024-01-29 14:30:00,552.67,553.17
18,126.0,BLK,2.0773483484633726,2024-02-05 14:30:00,783.21,799.48
13,125.0,BABA,-2.4227575881312116,2024-02-05 14:30:00,73.47,71.69
57,124.0,INTU,4.301532548945496,2024-02-05 14:30:00,634.89,662.2
92,123.0,ROKU,8.143100511073257,2024-02-05 14:30:00,88.05,95.22
7,122.0,AMZN,3.712709803688981,2024-02-05 14:30:00,168.61,174.87
33,126.0,CVS,0.7611548556430423,2024-02-12 14:30:00,76.2,76.78
113,125.0,UA,-1.618929016189278,2024-02-12 14:30:00,8.03,7.9
41,124.0,ECL,6.9911067193675915,2024-02-12 14:30:00,202.4,216.55
114,123.0,UAA,-2.048192771084336,2024-02-12 14:30:00,8.3,8.13
16,122.0,BDX,-0.28879079169932287,2024-02-12 14:30:00,242.39,241.69
37,126.0,DOCU,4.943993820007729,2024-02-26 14:30:00,51.78,54.34
5,125.0,AMAT,5.726298928821703,2024-02-26 14:30:00,199.78,211.22
13,124.0,BABA,-1.8652305267305949,2024-02-26 14:30:00,76.13,74.71
77,123.0,NFLX,5.822433746490446,2024-02-26 14:30:00,584.12,618.13
125,122.0,ZM,11.45816983205149,2024-02-26 14:30:00,63.71,71.01
9,126.0,APD,3.1811836372097,2024-03-04 14:30:00,236.39,243.91
106,125.0,TMO,4.071966411048272,2024-03-04 14:30:00,576.38,599.85
105,124.0,TEAM,1.8479589342459062,2024-03-04 14:30:00,204.55,208.33
35,123.0,DG,6.048142404423166,2024-03-04 14:30:00,148.31,157.28
3,122.0,ALL,1.5174016917414568,2024-03-04 14:30:00,154.87,157.22
73,126.0,MMM,2.266606822262114,2024-04-01 14:30:00,89.12,91.14
84,125.0,PGR,1.5314230676619345,2024-04-01 14:30:00,207.65,210.83
72,124.0,MKC,-1.791317991631805,2024-04-01 14:30:00,76.48,75.11
42,123.0,F,0.07535795026375122,2024-04-01 14:30:00,13.27,13.28
105,122.0,TEAM,1.1432102579947467,2024-04-01 14:30:00,194.19,196.41
34,126.0,DDOG,3.1925185424056703,2024-04-08 14:30:00,124.04,128.0
68,125.0,MDB,-2.5215918242661512,2024-04-08 14:30:00,360.09,351.01
105,124.0,TEAM,5.216992197460344,2024-04-08 14:30:00,196.09,206.32
110,123.0,TXN,-1.1041196723257827,2024-04-08 14:30:00,168.46,166.6
55,122.0,ILMN,-2.090952456670373,2024-04-08 14:30:00,125.78,123.15
114,126.0,UAA,-0.14970059880239203,2024-04-15 14:30:00,6.68,6.67
113,125.0,UA,0.9404388714733621,2024-04-15 14:30:00,6.38,6.44
115,124.0,UNH,12.327907081035015,2024-04-15 14:30:00,445.98,500.96
23,123.0,CHD,2.16923978893883,2024-04-15 14:30:00,102.34,104.56
26,122.0,CL,0.8090614886731425,2024-04-15 14:30:00,86.52,87.22
11,126.0,AXP,3.7443483604758354,2024-04-22 14:30:00,227.81,236.34
118,125.0,VRTX,0.31748431476301836,2024-04-22 14:30:00,396.87,398.13
94,124.0,RL,4.261986837981812,2024-04-22 14:30:00,159.55,166.35
57,123.0,INTU,4.813784704507677,2024-04-22 14:30:00,607.63,636.88
30,122.0,COST,2.668693522506534,2024-04-22 14:30:00,710.46,729.42
38,126.0,DPZ,0.2668848499016236,2024-04-29 14:30:00,513.33,514.7
124,125.0,ZBH,1.0075776500957563,2024-04-29 14:30:00,120.09,121.3
55,124.0,ILMN,-2.865950179121884,2024-04-29 14:30:00,120.03,116.59
41,123.0,ECL,2.755816580076799,2024-04-29 14:30:00,221.35,227.45
21,122.0,CB,0.89115728926155,2024-04-29 14:30:00,246.87,249.07
71,126.0,META,4.2820771695711315,2024-05-06 14:30:00,455.62,475.13
77,125.0,NFLX,4.316645271715879,2024-05-06 14:30:00,584.25,609.47
53,124.0,IBM,0.05393743257819429,2024-05-06 14:30:00,166.86,166.95
30,123.0,COST,4.718593904426108,2024-05-06 14:30:00,748.74,784.07
74,122.0,MSFT,1.8361685936617862,2024-05-06 14:30:00,407.37,414.85
37,126.0,DOCU,1.9959404600811903,2024-05-13 14:30:00,59.12,60.3
105,125.0,TEAM,-0.5001374003847192,2024-05-13 14:30:00,181.95,181.04
51,124.0,HOG,1.1965811965812014,2024-05-13 14:30:00,35.1,35.52
112,123.0,TWLO,1.625082074852257,2024-05-13 14:30:00,60.92,61.91
46,122.0,GILD,1.4560192134494128,2024-05-13 14:30:00,66.62,67.59
77,126.0,NFLX,4.194108009123914,2024-05-20 14:30:00,622.54,648.65
53,125.0,IBM,0.9417199715707197,2024-05-20 14:30:00,168.84,170.43
76,124.0,NET,-0.8299866131191493,2024-05-20 14:30:00,74.7,74.08
104,123.0,T,0.4020677771395766,2024-05-20 14:30:00,17.41,17.48
33,122.0,CVS,-3.0614019829535657,2024-05-20 14:30:00,57.49,55.73
90,126.0,PYPL,7.786624203821657,2024-06-03 14:30:00,62.8,67.69
115,125.0,UNH,-0.3349475383373739,2024-06-03 14:30:00,495.6,493.94
38,124.0,DPZ,0.414030153894228,2024-06-03 14:30:00,512.04,514.16
113,123.0,UA,-1.873198847262259,2024-06-03 14:30:00,6.94,6.81
18,122.0,BLK,0.05963570363647147,2024-06-03 14:30:00,771.35,771.81
71,126.0,META,1.5947997416020625,2024-06-10 14:30:00,495.36,503.26
78,125.0,NOW,4.385034403669729,2024-06-10 14:30:00,697.6,728.19
58,124.0,ISRG,2.304469273743029,2024-06-10 14:30:00,415.28,424.85
38,123.0,DPZ,2.6431288403394264,2024-06-10 14:30:00,512.65,526.2
66,122.0,LULU,-3.9491931417044794,2024-06-10 14:30:00,317.28,304.75
75,126.0,MU,-2.934395304967504,2024-06-17 14:30:00,143.13,138.93
78,125.0,NOW,3.100420959344188,2024-06-17 14:30:00,722.16,744.55
11,124.0,AXP,2.4871852016937877,2024-06-17 14:30:00,224.35,229.93
18,123.0,BLK,2.422910353617458,2024-06-17 14:30:00,768.91,787.54
43,122.0,FDX,3.279020752269781,2024-06-17 14:30:00,246.72,254.81
55,126.0,ILMN,-2.1808610641097887,2024-06-24 14:30:00,106.38,104.06
91,125.0,REGN,-0.6531506021822094,2024-06-24 14:30:00,1059.48,1052.56
68,124.0,MDB,8.166470357283078,2024-06-24 14:30:00,229.23,247.95
118,123.0,VRTX,0.569727891156464,2024-06-24 14:30:00,470.4,473.08
115,122.0,UNH,1.229533518690139,2024-06-24 14:30:00,485.55,491.52
68,126.0,MDB,6.258438567230558,2024-07-01 14:30:00,251.82,267.58
99,125.0,SNOW,3.9635701275045525,2024-07-01 14:30:00,137.25,142.69
109,124.0,TSLA,20.69818181818182,2024-07-01 14:30:00,206.25,248.94
1,123.0,ADBE,4.360475622537857,2024-07-01 14:30:00,553.38,577.51
13,122.0,BABA,2.6221363510902647,2024-07-01 14:30:00,72.46,74.36
118,126.0,VRTX,2.7844807688272413,2024-07-08 14:30:00,476.57,489.84
18,125.0,BLK,5.459279764387655,2024-07-08 14:30:00,791.13,834.32
30,124.0,COST,-3.9651529951613966,2024-07-08 14:30:00,880.42,845.51
94,123.0,RL,5.623188405797095,2024-07-08 14:30:00,172.5,182.2
86,122.0,PLTR,2.811297896559172,2024-07-08 14:30:00,27.3219,28.09
115,126.0,UNH,9.2721488479707,2024-07-15 14:30:00,518.65,566.74
60,125.0,JPM,1.4254650881855604,2024-07-15 14:30:00,206.95,209.9
11,124.0,AXP,0.2317401200082774,2024-07-15 14:30:00,241.65,242.21
117,123.0,V,-0.17641318219353924,2024-07-15 14:30:00,266.42,265.95
43,122.0,FDX,2.1182086385785746,2024-07-15 14:30:00,301.67,308.06
36,126.0,DHR,11.227842453251116,2024-07-22 14:30:00,246.53,274.21
52,125.0,HUBS,3.923301972174862,2024-07-22 14:30:00,475.11,493.75
68,124.0,MDB,1.4078292956842688,2024-07-22 14:30:00,249.32,252.83
100,123.0,SPGI,1.3313456322338757,2024-07-22 14:30:00,482.97,489.4
108,122.0,TSCO,-0.999061032863859,2024-07-22 14:30:00,266.25,263.59
18,126.0,BLK,-1.4311750823655862,2024-07-29 14:30:00,855.94,843.69
11,125.0,AXP,-5.740107474352709,2024-07-29 14:30:00,245.64,231.54
107,124.0,TRV,0.15428491280565362,2024-07-29 14:30:00,213.89,214.22
117,123.0,V,2.4846873916560908,2024-07-29 14:30:00,259.59,266.04
16,122.0,BDX,1.8695138419986403,2024-07-29 14:30:00,236.96,241.39
68,126.0,MDB,8.30192148570378,2024-08-05 14:30:00,217.54,235.6
78,125.0,NOW,4.443526952752053,2024-08-05 14:30:00,775.06,809.5
101,124.0,SPY,3.330616047513677,2024-08-05 14:30:00,515.22,532.38
30,123.0,COST,6.6636700752893585,2024-08-05 14:30:00,800.91,854.28
66,122.0,LULU,4.175556232855839,2024-08-05 14:30:00,229.67,239.26
95,126.0,SBUX,22.537025112685125,2024-08-12 14:30:00,77.65,95.15
71,125.0,META,3.135915699092582,2024-08-12 14:30:00,512.45,528.52
57,124.0,INTU,4.690841765888848,2024-08-12 14:30:00,626.54,655.93
78,123.0,NOW,3.2090955506020924,2024-08-12 14:30:00,803.03,828.8
109,122.0,TSLA,10.918508641468788,2024-08-12 14:30:00,194.99,216.28
101,126.0,SPY,1.04147897221521,2024-08-19 14:30:00,554.98,560.76
77,125.0,NFLX,0.14231638252294865,2024-08-19 14:30:00,681.58,682.55
4,124.0,AMD,1.513843702277387,2024-08-19 14:30:00,150.61,152.89
79,123.0,NVDA,2.6979425186134054,2024-08-19 14:30:00,124.91,128.28
39,122.0,DRI,5.772658713835176,2024-08-19 14:30:00,145.86,154.28
28,126.0,CMG,3.409933283914003,2024-08-26 14:30:00,53.96,55.8
83,125.0,PG,0.7139906768159603,2024-08-26 14:30:00,169.47,170.68
30,124.0,COST,0.49573711252894814,2024-08-26 14:30:00,885.55,889.94
53,123.0,IBM,1.965664364079645,2024-08-26 14:30:00,196.88,200.75
57,122.0,INTU,0.4822736217297347,2024-08-26 14:30:00,619.98,622.97
107,126.0,TRV,0.75895696417214,2024-09-09 14:30:00,235.85,237.64
9,125.0,APD,5.298892988929895,2024-09-09 14:30:00,271.0,285.36
44,124.0,FMC,3.277613897082923,2024-09-09 14:30:00,61.02,63.02
36,123.0,DHR,1.6954824316787516,2024-09-09 14:30:00,268.95,273.51
21,122.0,CB,0.46531009097853143,2024-09-09 14:30:00,287.98,289.32
11,126.0,AXP,3.5438367221432023,2024-09-16 14:30:00,260.17,269.39
18,125.0,BLK,4.153709711822356,2024-09-16 14:30:00,890.77,927.77
17,124.0,BIIB,1.1831301953184725,2024-09-16 14:30:00,196.09,198.41
102,123.0,SQ,4.33842828469971,2024-09-16 14:30:00,64.77,67.58
5,122.0,AMAT,2.5867168593708,2024-09-16 14:30:00,185.95,190.76
38,126.0,DPZ,2.2707674619143337,2024-09-23 14:30:00,417.48,426.96
10,125.0,AVGO,2.1537735292382165,2024-09-23 14:30:00,169.47,173.12
13,124.0,BABA,20.238360436622855,2024-09-23 14:30:00,89.78,107.95
99,123.0,SNOW,4.017776165427165,2024-09-23 14:30:00,110.26,114.69
50,122.0,HD,3.0204628627390413,2024-09-23 14:30:00,388.02,399.74
